budget,genres,keywords,original language,popularity,production company,release date,revenue,runtime,title,vote average,vote count
200000000,"Action,Thriller,Science Fiction,,,","saving the world,artificial intelligence,man vs machine,cyborg,killer robot,sun glasses,leather jacket,nanotechnology,rocket launcher,firemen,veterinarian,fire engine",en,69.405188,"Columbia Pictures,Intermedia Films,Warner Bros.,C-2 Pictures,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,Mostow/Lieberman Productions,,,,",7/2/03,435000000,109,Terminator 3: Rise of the Machines,5.9,2143
170000000,"Action,Science Fiction,Adventure,,,","marvel comic,spaceship,space,outer space,orphan,adventurer,aftercreditsstinger,duringcreditsstinger,marvel cinematic universe,,,",en,481.098624,"Marvel Studios,Moving Picture Company (MPC),Bulletproof Cupid,Revolution Sun Studios,,,,,,",7/30/14,773328629,121,Guardians of the Galaxy,7.9,9742
165000000,"Adventure,Drama,Science Fiction,,,","saving the world,artificial intelligence,father son relationship,single parent,nasa,expedition,wormhole,space travel,famine,black hole,dystopia,race against time",en,724.247784,"Paramount Pictures,Legendary Pictures,Warner Bros.,Syncopy,Lynda Obst Productions,,,,,",11/5/14,675120017,169,Interstellar,8.1,10867
160000000,"Action,Thriller,Science Fiction,Mystery,Adventure,","loss of lover,dream,kidnapping,sleep,subconsciousness,heist,redemption,female hero,,,,",en,167.58371,"Legendary Pictures,Warner Bros.,Syncopy,,,,,,,",7/14/10,825532764,148,Inception,8.1,13752
15000000,"Action,Adventure,Drama,Horror,Science Fiction,","monster,godzilla,giant monster,destruction,kaiju,toyko,,,,,,",ja,9.476999,"Cine Bazar,Toho Pictures,,,,,,,,",7/29/16,77000000,120,Shin Godzilla,6.5,143
250000000,"Adventure,Fantasy,Action,,,","riddle,elves,dwarves,orcs,middle-earth (tolkien),hobbit,mountains,wizard,journey,ring,goblin,courage",en,108.849621,"WingNut Films,New Line Cinema,Warner Bros. Pictures,Metro-Goldwyn-Mayer (MGM),,,,,,",11/26/12,1021103568,169,The Hobbit: An Unexpected Journey,7,8297
38000000,"Action,Crime,Thriller,,,","street gang,car race,undercover,auto-tuning,los angeles,car,automobile racing,aftercreditsstinger,duringcreditsstinger,,,",en,6.909942,"Universal Pictures,Original Film,Ardustry Entertainment,Mediastream Film GmbH & Co. Productions KG,,,,,,",6/22/01,207283925,106,The Fast and the Furious,6.6,3428
150000000,"Fantasy,Drama,Thriller,Mystery,Romance,","diary,navy,funeral,tea,travel,hospital,,,,,,",en,60.269279,"Paramount Pictures,Warner Bros.,Kennedy/Marshall Company,,,,,,,",11/24/08,333932083,166,The Curious Case of Benjamin Button,7.3,3292
160000000,"Action,Science Fiction,Adventure,,,","cia,mutant,mine,marvel comic,superhero,based on comic book,superhuman,historical fiction,nuclear war,cuban missile crisis,world war iii,1960s",en,3.195174,"Ingenious Film Partners,Ingenious Media,Twentieth Century Fox Film Corporation,Donners' Company,Dune Entertainment,Dune Entertainment III,Marvel Entertainment,Bad Hat Harry Productions,Big Screen Productions,",5/24/11,353624124,132,X-Men: First Class,7.1,5181
160000000,"Action,Adventure,Science Fiction,,,","revolution,strong woman,dystopia,game of death,3d,based on young adult novel,,,,,,",en,127.284427,"Studio Babelsberg,Lionsgate,Color Force,,,,,,,",11/18/15,653428261,137,The Hunger Games: Mockingjay - Part 2,6.6,3984
150000000,"Fantasy,Adventure,Action,Comedy,Drama,","witch,fire,wolf,fountain,magic,book,castle,water,apprentice,training,merlin,love",en,35.580815,"Walt Disney Pictures,Jerry Bruckheimer Films,Saturn Films,Broken Road Productions,Junction Entertainment,,,,,",7/13/10,215283742,109,The Sorcerer's Apprentice,5.8,1470
160000000,"Adventure,Action,Drama,Thriller,,","new year's eve,fire,drowning,cataclysm,loss of father,atlantic ocean,ball,self-abandonment,shipwreck,giant wave,blackout,ship",en,21.133748,"Virtual Studios,Next Entertainment,Warner Bros.,Irwin Allen Productions,Radiant Productions,Synthesis Entertainment,,,,",5/12/06,181674817,99,Poseidon,5.5,583
170000000,"Fantasy,,,,,","based on novel,clock,queen,sequel,alice in wonderland,dark fantasy,mad hatter,3d,,,,",en,56.268916,"Walt Disney Pictures,Team Todd,Tim Burton Productions,Roth Films,Legend3D,,,,,",5/25/16,299370084,113,Alice Through the Looking Glass,6.5,1725
160000000,"Fantasy,Adventure,Animation,Comedy,Family,","ambush,sadness,stage,liberation of prisoners,island,traitor,shipwreck,prince,ship,donkey,kingdom,theatre play",en,42.986467,"DreamWorks SKG,DreamWorks Animation,,,,,,,,",5/17/07,798958165,93,Shrek the Third,6,2278
160000000,"Action,Adventure,Fantasy,,,","video game,elves,orcs,magic,chase,based on comic book,sorcerer,fictional war,based on video game,wizard,fictional language,muscles",en,63.148529,"Universal Pictures,Atlas Entertainment,Legendary Pictures,Blizzard Entertainment,,,,,,",5/25/16,433677183,123,Warcraft,6.3,2268
155000000,"Science Fiction,Action,Thriller,Adventure,,","saving the world,artificial intelligence,cyborg,killer robot,future,time travel,dystopia,sequel,fiction,duringcreditsstinger,3d,",en,202.042635,"Paramount Pictures,Annapurna Pictures,Skydance Media,,,,,,,",6/23/15,440603537,126,Terminator Genisys,5.8,3631
155000000,"Adventure,Family,Fantasy,,,","based on novel,magic,good vs evil,king,narnia,fantasy world,knife held to throat,snowing,quest,,,",en,49.661984,"Dune Entertainment,Fox 2000 Pictures,Walden Media,,,,,,,",8/13/10,415686217,113,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.2,1514
140000000,"History,Romance,War,,,","nurse,patriotism,hawaii,world war ii,pilot,pearl harbor,u.s. air force,airplane,war,army,love,pin-up",en,34.20669,"Jerry Bruckheimer Films,Touchstone Pictures,,,,,,,,",5/21/01,449220945,183,Pearl Harbor,6.6,1791
150000000,"Adventure,Science Fiction,Action,,,","destroy,transformation,alien,based on toy,transformers,robot,duringcreditsstinger,teenage hero,,,,",en,25.468493,"Paramount Pictures,DreamWorks SKG,Amblin Entertainment,Di Bonaventura Pictures,Platinum Dunes,thinkfilm,SprocketHeads,Hasbro Studios,Revolution Sun Studios,",6/27/07,709709780,144,Transformers,6.6,4040
155000000,"War,History,Action,Adventure,Drama,Romance","aristotle,egypt,greece,persia,elephant,campaign,alexander the great,homosexuality,gay relationship,ancient world,,",en,39.019229,"France 3 Cin\u00e9ma,Intermedia Films,Path\u00e9 Renn Productions,Egmond Film & Television,Warner Bros.,Pacifica Film,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,WR Universal Group,,",11/21/04,167298192,175,Alexander,5.6,927
150000000,"Adventure,Fantasy,Family,Mystery,,","prophecy,witch,loss of lover,magic,cutting the cord,child hero,dying and death,broom,sorcerer's apprentice,school of witchcraft,black magic,death of a friend",en,78.144395,"Warner Bros.,Heyday Films,,,,,,,,",6/28/07,938212738,138,Harry Potter and the Order of the Phoenix,7.4,5494
150000000,"Adventure,Fantasy,Family,,,","magic,dying and death,broom,sorcerer's apprentice,school of witchcraft,chosen one,black magic,boarding school,vision,tournament,teenager,wizard",en,101.250416,"Patalex IV Productions Limited,Warner Bros.,Heyday Films,,,,,,,",11/5/05,895921036,157,Harry Potter and the Goblet of Fire,7.5,5608
150000000,"Fantasy,Action,,,,","flying,alcohol,love of one's life,forbidden love,lovers,affection,advertising expert,alcoholism,invulnerability,superhero,pokies,duringcreditsstinger",en,56.758411,"Columbia Pictures,Weed Road Pictures,Forward Pass,Relativity Media,Overbrook Entertainment,Blue Light,GH Three,,,",7/1/08,624029371,92,Hancock,6.2,2961
150000000,"Drama,Horror,Action,Thriller,Science Fiction,","saving the world,lost civilisation,post-apocalyptic,dystopia,matter of life and death,alone,helplessness,virus,pandemic,,,",en,70.867401,"Village Roadshow Pictures,Original Film,Weed Road Pictures,Warner Bros.,Heyday Films,Overbrook Entertainment,,,,",12/14/07,585349010,101,I Am Legend,6.9,4853
150000000,"Adventure,Comedy,Family,Fantasy,,","london england,father son relationship,chocolate,factory worker,based on novel,parents kids relationship,candy,overweight child,grandfather grandson relationship,teacher,,",en,53.905592,"Village Roadshow Pictures,The Zanuck Company,Warner Bros.,Tim Burton Productions,Plan B Entertainment,Theobald Film Productions,,,,",7/13/05,474968763,115,Charlie and the Chocolate Factory,6.7,3624
150000000,"Animation,Comedy,Family,Fantasy,,","paris,brother brother relationship,expensive restaurant,river,cook,mouse,confidence,roof,window,leaving one's family,work,restaurant critic",en,65.677399,"Walt Disney Pictures,Pixar Animation Studios,,,,,,,,",6/22/07,623722818,111,Ratatouille,7.5,4369
150000000,"Action,Crime,Drama,,,","himalaya,martial arts,dc comics,crime fighter,secret identity,undercover,hero,loss of father,society,gotham city,vigilante,superhero",en,115.040024,"DC Comics,Legendary Pictures,Warner Bros.,DC Entertainment,Syncopy,Patalex III Productions Limited,,,,",6/10/05,374218673,140,Batman Begins,7.5,7359
150000000,"Family,Animation,,,,","africa,jealousy,dance,hunger,lion,zoo,hippopotamus,chimp,penguin,volcano,madagascar,airplane",en,44.141021,"DreamWorks Animation,,,,,,,,,",10/30/08,603900354,89,Madagascar: Escape 2 Africa,6.2,1810
150000000,"Adventure,Fantasy,Action,Comedy,Family,","museum,theodore roosevelt,duringcreditsstinger,amelia earhart,smithsonian,,,,,,,",en,81.781591,"Twentieth Century Fox Film Corporation,1492 Pictures,Dune Entertainment,21 Laps Entertainment,Museum Canada Productions,Moving Picture Company (MPC),,,,",5/20/09,413106170,105,Night at the Museum: Battle of the Smithsonian,5.9,1971
150000000,"Adventure,Action,Thriller,Science Fiction,,","corruption,mutant,boxer,army,marvel comic,superhero,aftercreditsstinger,duringcreditsstinger,,,,",en,5.954334,"Ingenious Film Partners,Twentieth Century Fox Film Corporation,Donners' Company,Dune Entertainment,Seed Productions,Bad Hat Harry Productions,Big Screen Productions,Marvel Enterprises,,",4/28/09,373062864,107,X-Men Origins: Wolverine,6.2,4021
150000000,"Adventure,Action,Thriller,Science Fiction,,","saving the world,artificial intelligence,man vs machine,flying,philosophy,fortune teller,kung fu,underground world,killer robot,temple,subway,dream",en,73.313918,"Village Roadshow Pictures,NPV Entertainment,Silver Pictures,Warner Bros.,,,,,,",11/5/03,424988211,129,The Matrix Revolutions,6.4,3096
150000000,"Animation,Adventure,Family,,,","queen,musical,princess,betrayal,snowman,animation,reindeer,curse,snow,troll,mountain climber,aftercreditsstinger",en,165.125366,"Walt Disney Pictures,Walt Disney Animation Studios,,,,,,,,",11/27/13,1274219009,102,Frozen,7.3,5295
150000000,"Adventure,Action,Thriller,Science Fiction,,","saving the world,artificial intelligence,man vs machine,martial arts,kung fu,underground world,dream,hero,fight,computer virus,key,future",en,70.78591,"Village Roadshow Pictures,NPV Entertainment,Heineken Branded Entertainment,Silver Pictures,Warner Bros.,,,,,",5/15/03,738599701,138,The Matrix Reloaded,6.7,3443
170000000,"Action,Adventure,Fantasy,,,","marvel comic,superhero,based on comic book,hostile takeover,norse mythology,aftercreditsstinger,duringcreditsstinger,marvel cinematic universe,3d,asgard,,",en,99.499595,"Marvel Studios,,,,,,,,,",10/29/13,644571402,112,Thor: The Dark World,6.8,4755
150000000,"Action,Adventure,Science Fiction,Thriller,,","future,chase,post-apocalyptic,dystopia,australia,rescue,survival,on the run,convoy,peak oil,dark future,",en,434.278564,"Village Roadshow Pictures,Kennedy Miller Productions,Warner Bros.,,,,,,,",5/13/15,378858340,120,Mad Max: Fury Road,7.2,9427
150000000,"Thriller,Mystery,,,,","rome,vatican,based on novel,symbolism,christian,illuminati,quantum mechanics,prequel,anti matter,conspiracy,investigator,catholicism",en,67.447636,"Columbia Pictures,Imagine Entertainment,Panorama Films,Skylark Productions,,,,,,",5/13/09,356613439,138,Angels & Demons,6.5,2129
150000000,"Adventure,Fantasy,Action,,,","new mexico,banishment,shield,marvel comic,hammer,superhero,based on comic book,redemption,norse mythology,aftercreditsstinger,marvel cinematic universe,3d",en,86.493424,"Marvel Studios,,,,,,,,,",4/21/11,449326618,115,Thor,6.6,6525
150000000,"Animation,Family,Adventure,Comedy,,","hamster,kids and family,animal,cat vs dog,duringcreditsstinger,dog cat friendship,animal lead,girl dog relationship,,,,",en,41.845878,"Walt Disney Animation Studios,,,,,,,,,",11/21/08,309979994,98,Bolt,6.3,1750
150000000,"Fantasy,Action,Adventure,Family,Comedy,","dyr,duringcreditsstinger,,,,,,,,,,",en,26.710398,"Walt Disney Pictures,Jerry Bruckheimer Films,Whamaphram Productions,,,,,,,",7/21/09,292817841,88,G-Force,5.1,510
150000000,"Adventure,,,,,","underworld,hades,mythology,greek mythology,zeus,perseus,gods,ancient greece,based on greek myth,ares,3d,",en,44.927635,"Legendary Pictures,Thunder Road Pictures,Warner Bros.,Cott Productions,Furia de Titanes II,,,,,",3/27/12,301000000,99,Wrath of the Titans,5.5,1431
150000000,"Comedy,Fantasy,,,,","witch,imprisonment,vampire,curse,fish out of water,chains,gothic,madness,old house,lost love,angry mob,18th century",en,50.306728,"Village Roadshow Pictures,Infinitum Nihil,GK Films,Warner Bros.,Tim Burton Productions,Dan Curtis Productions,Zanuck Company,,,",5/8/12,245527149,113,Dark Shadows,5.7,2320
150000000,"Action,Adventure,Thriller,,,","london england,spy,austria,villain,sequel,mission,conspiracy,vienna opera,vienna,,,",en,114.522237,"Paramount Pictures,Skydance Productions,China Movie Channel,Bad Robot,TC Productions,Alibaba Pictures Group,Odin,,,",7/23/15,682330139,131,Mission: Impossible - Rogue Nation,7.1,3224
150000000,"Drama,Horror,Thriller,,,","father son relationship,victorian england,remake,rural setting,werewolf,,,,,,,",en,21.214571,"Universal Pictures,Stuber Productions,Relativity Media,,,,,,,",2/11/10,0,102,The Wolfman,5.5,549
150000000,"Family,Animation,Adventure,Comedy,,","factory worker,tennis,flower,florist,flower shop,pilot,college,airplane,beehive,court,aftercreditsstinger,",en,29.332905,"Pacific Data Images (PDI),DreamWorks Animation,Columbus 81 Productions,,,,,,,",10/28/07,287594577,91,Bee Movie,5.7,1171
150000000,"Animation,Family,,,,","martial arts,hope,fleet,panda,mission,woman director,,,,,,",en,51.247321,"DreamWorks Animation,,,,,,,,,",5/25/11,665692281,91,Kung Fu Panda 2,6.7,1880
150000000,"Action,Adventure,Family,Fantasy,,","fire,ice,war ship,prince,kingdom,water,village,arrest,remake,attack,avatar,air",en,33.769336,"Paramount Pictures,Nickelodeon Movies,Kennedy/Marshall Company,: ,: ,,,,,",6/30/10,318502923,103,The Last Airbender,4.7,1151
150000000,"Adventure,Action,Thriller,,,","berlin,cia,vatican,white house,secret identity,secret,explosive,mobile phone,map,traitor,mask,honeymoon",en,63.079003,"Paramount Pictures,Cruise/Wagner Productions,Studio Babelsberg,MI 3 Film,China Film Co-Production Corporation,China Film Group Corporation (CFGC),The Fourth Production Company Film Group,,,",5/3/06,397850012,126,Mission: Impossible III,6.5,2028
150000000,"Action,Drama,Thriller,,,","usa president,conspiracy,secret service,the white house,,,,,,,,",en,39.004588,"Columbia Pictures,Centropolis Entertainment,Iron Horse Entertainment (II),Mythology Entertainment (II),,,,,,",6/27/13,205366737,131,White House Down,6.4,1891
150000000,"Adventure,Animation,Family,,,","boy,alien,rescue,martian,alien abduction,alien invasion,based on children's book,duringcreditsstinger,,,,",en,12.362599,"Walt Disney Animation Studios,,,,,,,,,",3/9/11,38992758,88,Mars Needs Moms,5.5,199
149000000,"Adventure,Animation,Comedy,Family,,","london england,underworld,return,ship,frog,girlfriend,rubin,,,,,",en,22.550135,"Aardman Animations,DreamWorks Animation,,,,,,,,",10/22/06,64459316,85,Flushed Away,6,874
150000000,"Adventure,Family,Fantasy,,,","flying,magic,fairy tale,peter pan,mermaid,pirate,fantasy world,,,,,",en,48.03528,"Warner Bros.,Moving Picture Company (MPC),Berlanti Productions,RatPac-Dune Entertainment,,,,,,",9/24/15,128388320,111,Pan,5.9,954
145000000,"Animation,Adventure,Family,,,","father son relationship,egypt,intelligence,adoption,time travel,boy,child prodigy,friendship,growing up,children,talking animal,talking dog",en,38.73494,"Pacific Data Images (PDI),DreamWorks Animation,Classic Media Productions,Bullwinkle Studios,,,,,,",2/7/14,272912430,92,Mr. Peabody & Sherman,6.7,843
175000000,"Adventure,Drama,War,,,","brother brother relationship,adultery,mythology,beauty,trojan war,bravery,wall,fraud,hostility,epic,sword fight,battlefield",en,66.803149,"Plan B Entertainment,Warner Bros.,Nimar Studios,Radiant Productions,Helena Productions,Latina Pictures,,,,",5/13/04,497409852,163,Troy,6.9,2759
145000000,"Animation,Family,,,,","madagascar,3d,,,,,,,,,,",en,44.989192,"DreamWorks Animation,,,,,,,,,",6/6/12,746921274,93,Madagascar 3: Europe's Most Wanted,6.4,1808
140000000,"Adventure,Action,Thriller,,,","laser,british secret service,secret service agent,space based weapon,,,,,,,,",en,54.159392,"Eon Productions,,,,,,,,,",11/17/02,431971116,133,Die Another Day,5.8,1092
144000000,"Action,Fantasy,Comedy,,,","female friendship,ghost hunting,reboot,ghost,,,,,,,,",en,66.21806,"Columbia Pictures,Village Roadshow Pictures,Montecito Picture Company,: ,: ,: ,: ,,,",7/14/16,229147509,116,Ghostbusters,5.3,2142
140000000,"Action,Thriller,Science Fiction,Adventure,,","saving the world,paris,moon,cataclysm,asteroid,self sacrifice,nasa,space marine,loss of father,daughter,space,wedding",en,58.485967,"Jerry Bruckheimer Films,Touchstone Pictures,Valhalla Motion Pictures,,,,,,,",7/1/98,553799566,151,Armageddon,6.4,2482
